id,model,focus,coverage
0,BERT,0.7459529037533387,0.7584473653660005
0,PG,0.4532356380809621,0.6428024542562275
1,BERT,1.3069323303861342,0.6938106796519806
1,PG,-0.12127215460358842,-0.6323617242435392
2,BERT,-0.35644685393093245,-0.5380691737978317
2,PG,-0.22055531717510032,-1.3948793597571714
3,BERT,-0.18307822357196726,-0.16895266491507274
3,PG,-0.00589637070185393,-0.784077957477181
4,BERT,0.23778339357367495,-0.5971591025292879
4,PG,0.6925441860136491,0.5294498599572824
5,BERT,-0.7865921895852223,0.08194858713033573
5,PG,-0.3035194409312775,0.4968136108045324
6,BERT,-1.563395208321028,-0.15564674973887735
6,PG,-0.8501362273369123,-0.1955618006713688
7,BERT,0.6783968346737844,0.4732210075648831
7,PG,0.2289169822805851,-0.2112171189860259
8,BERT,-0.8049135913277864,-0.7724690925724094
8,PG,0.7550650837349484,0.37782701258924606
9,BERT,-0.9985887191355868,-0.09217896634569056
9,PG,0.09064266574661184,0.3443395458946545
10,BERT,-0.20640588105720872,-0.9646331143570784
10,PG,0.09452466225736818,0.2963791167772053
11,BERT,0.433933993774161,-0.5115259444564639
11,PG,-1.5047384318114017,-1.7845238531587428
12,BERT,0.19900809032582314,0.4456510684906704
12,PG,-1.0308234000637713,0.2439652575741092
13,BERT,-0.4355517465081405,-0.2618007891535096
13,PG,-0.5629661835317828,-1.4615960766238112
14,BERT,0.926366539355886,1.3483770371917252
14,PG,0.2705750664780255,1.37981215210203
15,BERT,-0.21690998819465968,0.12474408510794115
15,PG,-1.343023659534485,-0.2947804709245244
16,BERT,-0.15449904244392268,0.6690939323974074
16,PG,-0.22464815284512146,-1.298768352956188
17,BERT,-0.8434583980429601,0.02055669894245388
17,PG,-1.6950670111728101,-1.580651427072137
18,BERT,0.4853819693448856,0.9457172113977456
18,PG,0.2430827272896473,0.8525489988933007
19,BERT,-1.0935991106316056,-1.0550804769899056
19,PG,-0.2471084272729321,-0.2492579451545997
20,BERT,0.8107735425999104,1.3786095488449723
20,PG,0.6506822995786825,0.12939095399758194
21,BERT,-1.3893184843072748,-0.8844137052498553
21,PG,-0.1730848326914067,-0.4855475284287998
22,BERT,0.7002722490015788,1.2439280475249541
22,PG,0.5838959533985665,-0.07853683152169551
23,BERT,-0.6910839143335261,0.10517266273705146
23,PG,-1.814601927143388,-0.7150930613557213
24,BERT,1.0584032118510067,0.745281672241133
24,PG,0.6979996593246022,0.3950144255755552
25,BERT,1.0178721426343609,-0.7287115370414369
25,PG,1.2196639076167348,0.8141913853779293
26,BERT,0.7982845221699195,1.5577803989818968
26,PG,-0.8575960657165446,-0.12103354688473647
27,BERT,-0.14676729894680007,-0.677997634384708
27,PG,0.1983897979393955,0.4442872407900159
28,BERT,-0.00784578440339295,0.8251930437353749
28,PG,-0.6588618606383113,0.5640256408109726
29,BERT,1.1037204809742212,1.3669265560812551
29,PG,0.13304288620089386,-0.9636713582730324
30,BERT,0.4987226467277151,1.227014077818789
30,PG,0.7524647999747106,-0.32816515168650445
31,BERT,0.4572513132028013,0.8138253763121256
31,PG,-0.7295883359090137,1.2641592987759118
