id,model,focus,coverage
17,BERT,-0.20120627421361048,-0.7039298141771687
17,PG,-0.0380363481245114,-0.7179913507352991
84,BERT,1.8844666153407532,1.65377181151349
84,PG,-0.4166593220661108,-0.6951880877356625
117,BERT,-0.8038334741155461,-0.9074372449559632
117,PG,-0.7764445558126934,-0.6583386766327203
414,BERT,-0.19213039144143196,0.1494749930803241
414,PG,0.6359567513382606,0.10552386126335013
463,BERT,-0.5519658907078909,-0.7714817623619988
463,PG,-0.4580418163434336,-0.5188607410664408
561,BERT,-0.6583386766327203,-0.9531521277664954
561,PG,-0.054085613888486685,1.1562106334983049
604,BERT,-0.07132964584005658,-0.14023908053338902
604,PG,-0.20265445490539896,0.03483960365956884
619,BERT,0.4057106210113408,0.29756832033822994
619,PG,-0.4166593220661108,-0.5765975507579442
727,BERT,1.1395109971957125,1.02352187362395
727,PG,-0.9136670973638128,-0.413115299008392
734,BERT,1.056287724182968,-0.016131543653600738
734,PG,0.15119441340606962,-0.024219471591987524
824,BERT,1.2330725054860892,2.912727479620881
824,PG,0.8999542033165194,1.719419232315661
866,BERT,-0.7675345810073352,-0.7391300506084516
866,PG,-0.7808329922063512,-0.8576872475313251
926,BERT,-0.5350068539404068,-0.574411288848495
926,PG,0.6425093367328134,-0.20978314317872307
992,BERT,-0.3965626675128344,0.07203644498361589
992,PG,-0.8457541375019288,-0.021306037758370016
1030,BERT,-0.7764445558126934,-0.17647707816425853
1030,PG,-0.3225549318146265,0.4918593946322914
1034,BERT,-0.7764445558126934,0.6464140088460762
1034,PG,0.22659825587660984,0.008994970433178836
1209,BERT,-0.4437746862786834,-0.7315904507875147
1209,PG,-0.5531469031743398,-0.3248153874052684
1248,BERT,0.2928376354242607,0.40423503622074536
1248,PG,-0.1845035339043377,-0.8763943292667061
1251,BERT,0.8378833268732667,0.2041143468376421
1251,PG,-0.5488704195462527,-0.5174633356858191
1278,BERT,-0.9219778515185352,-0.9136670973638128
1278,PG,-0.9136670973638128,-0.7876576182387725
1481,BERT,-0.03975105885121085,-0.6306205017419382
1481,PG,0.2655826966495442,1.6164358054103556
1483,BERT,-0.7229541947316779,-0.5735844271206235
1483,PG,0.7108118738142251,0.7857618493606955
1505,BERT,-0.8038334741155461,-0.7764445558126934
1505,PG,-0.6583386766327203,-0.7795696903003856
1551,BERT,0.7685456715938814,0.8938899216288378
1551,PG,-0.7310421226700647,-0.9531521277664954
1561,BERT,-0.6306115454210287,-0.7957455461771592
1561,PG,-0.9531521277664954,-0.6761337294415549
1578,BERT,0.14000235069781672,0.2927388467166181
1578,PG,0.4196767851542597,1.2929577919078696
1928,BERT,-0.3564966262966809,-0.4434885968786874
1928,PG,0.5563846547470753,-0.027110934279719185
2017,BERT,-0.6167479798151829,-0.13717970745661676
2017,PG,-0.4226063407953394,-0.3780138494299053
2127,BERT,0.4635912332947187,-0.3007575433296152
2127,PG,-0.9136670973638128,-0.14170064576754773
2151,BERT,-0.2828201490643949,0.2721156483332534
2151,PG,0.44204430900500497,1.152452314162678
2231,BERT,0.7514852879636438,-0.27164516051559445
2231,PG,-0.4617171375532758,-0.4143155672909584
2369,BERT,2.5068007812372195,1.6719945096084237
2369,PG,-0.609198550317573,-0.8038334741155461
2528,BERT,0.5249182994456048,1.7343936674788851
2528,PG,0.6924093735445224,1.1077053550394356
2739,BERT,0.8839627532551263,0.8366881953688664
2739,PG,0.16204447150810788,-0.8000580123571748
2891,BERT,0.8175912117848894,0.7881597641077581
2891,PG,0.9731173180618304,1.4642941614817342
2930,BERT,-0.9136670973638128,-0.6583386766327203
2930,PG,-0.8038334741155461,-0.7179913507352991
3137,BERT,-0.8388649207401652,-0.7209806040543462
3137,PG,-0.1638791849824207,-0.04758901181174855
3466,BERT,-0.6761337294415549,-0.5548021501087099
3466,PG,-0.7751059660758292,-0.7764445558126934
3490,BERT,2.846751804664712,1.5408000696093225
3490,PG,0.38612846813943774,1.0420327867820445
3559,BERT,-0.8087971727423007,0.6016506929445726
3559,PG,-0.4781123237567251,0.4724621167390714
3575,BERT,0.9900087704960456,0.7765879884084503
3575,PG,0.37847222395917496,0.310877530168196
3748,BERT,-0.7764445558126934,-0.5611956359639421
