id,model,score
000561,BERT,-0.23707173551220173
000089,PG,-1.19787977375183
000437,BERT,1.345287636059375
000628,BERT,0.5845044680808603
000039,BERT,0.26766184118342873
000590,PG,-0.9588084807723328
000536,BERT,-0.8571849884308197
000630,BERT,0.29360895219293615
000293,BERT,0.20368943275568596
000127,PG,-0.4107519660759755
000403,BERT,-0.14685284676773727
000152,BERT,0.09286504172515737
000123,BERT,-0.859438995820502
000252,BERT,0.9201209765603937
000119,PG,-0.6676341949742927
000297,BERT,0.803918939381174
000461,BERT,1.272209772536966
000403,PG,0.6294242250163856
000381,PG,0.24316580303272137
000246,PG,0.8792105142672283
000122,PG,0.07126417490499226
000033,PG,1.359649532942336
000551,PG,-1.2134239800390871
000427,PG,-0.07001475542853382
000167,BERT,0.5901338968413855
000064,PG,0.014351668699476128
000153,PG,-1.2289681863263442
000450,BERT,-0.7527245043956313
000190,PG,0.5633335488193469
000551,BERT,-0.7018335240659351
000122,BERT,0.5646218947594788
000070,BERT,0.2892175668908937
000103,PG,-0.4864283474079812
000516,BERT,-0.6770984255452747
000155,PG,0.9617607557194252
000723,BERT,-1.0268935045920022
000579,PG,-0.17559452414448876
000669,PG,0.33320136546141926
000639,BERT,-0.9374890996485524
000385,BERT,0.5128903996591322
000424,BERT,0.07394541406705735
000582,BERT,-0.3818088085690392
000533,PG,-0.8210585950408658
000241,PG,0.026045048662252712
000241,BERT,0.4261375307931967
000127,BERT,-0.4316986765098112
000002,PG,-0.3597831094804742
000602,BERT,-0.6447980004819136
000329,BERT,0.2691256362841095
000369,BERT,1.5098172704157828
000652,BERT,-0.6999346200376536
000433,PG,-0.7329219366404492
000470,BERT,2.025329711725013
000633,PG,-0.14535243676030515
000493,BERT,1.3491455689416982
000482,BERT,-0.26982860795729496
000298,PG,-0.054481724060341095
000336,BERT,0.6981127912827402
000652,PG,0.3278194457670454
000094,BERT,-0.9409007611878345
000077,BERT,0.5288358333327082
000186,BERT,-0.2988708839392312
000337,PG,0.9100949634141461
000195,BERT,-1.098655569401407
000364,BERT,-1.0451259075429675
000280,PG,-0.7515177163197678
000285,BERT,0.31860847497041506
000190,BERT,1.9314246654727985
000424,PG,-0.399267873685353
000583,BERT,-1.3908504399346764
000636,PG,-0.3146293947103371
000164,BERT,0.3541577664100282
000119,BERT,0.0749575416677169
000139,PG,-0.6108640711228929
000698,BERT,-0.2391427111673833
000548,PG,-1.3908504399346764
000293,PG,-0.5025844251385888
000717,PG,-1.3908504399346764
000151,BERT,-0.10843430624544537
000583,PG,-1.3908504399346764
000440,BERT,0.7032914921819691
000094,PG,-0.2617303453509521
000346,BERT,-0.8044167656791528
000280,BERT,0.19276346469817854
000669,BERT,0.7278563482080695
000073,BERT,0.6582750990607663
000192,BERT,0.17970210756076752
000455,BERT,0.31723963589516846
000656,BERT,0.0527443890982436
000656,PG,0.5182560234608312
000381,BERT,-0.16943161821117325
000344,BERT,0.31723963589516846
000039,PG,-0.5190104940415481
000469,BERT,1.57112142006061
000281,PG,-1.3908504399346764
000561,PG,-0.6729740912789083
000002,BERT,1.288330140532591
000631,PG,-0.8412455769019044
000169,PG,-0.5516795276065742
000450,PG,-0.08830555444601047
000469,PG,0.959162919989697
000607,PG,-0.9402512796898268
000003,PG,-0.5143382539759441
000437,PG,0.8359494125255349
000401,BERT,-0.257692962550941
000541,BERT,-0.5785037529429419
000516,PG,-0.8680984388332957
000046,PG,0.39538680068670606
000624,PG,-0.007475799743153451
000343,PG,-0.40553947487712666
000003,BERT,1.414572633896597
000036,BERT,-0.7502432722659149
000636,BERT,0.2902726529761877
000155,BERT,0.45314080253342065
000630,PG,-0.9988046306212031
000123,PG,-0.07554168218907424
000461,PG,1.2353222959581
000224,BERT,0.25983753403162874
000444,PG,1.2118623503714248
000329,PG,-0.21419152476682202
