id,model,focus,coverage
13165,BERT,-0.743276717639357,-0.16945382266382425
13165,PG,-0.25848958170188724,-0.02791548620345789
13201,BERT,0.03952933350523685,0.02984438418473497
13201,PG,-0.7962621379561831,-0.3053843509021034
13317,BERT,0.11658161453046205,0.4644329547040185
13317,PG,-0.8933583657762384,-1.0325112792251507
13322,BERT,-1.7855827638448458,-2.1160909525412794
13322,PG,-1.5976871245814457,-1.7626322030837889
13373,BERT,1.3084926613486252,1.3783332514895783
13373,PG,-0.14415945058166854,0.17862605585352767
13393,BERT,-1.2866753725800901,-1.1400914486856308
13393,PG,0.07586477261186565,0.3738089231777715
13453,BERT,0.8921380259515069,1.407737474445416
13453,PG,0.09378040378796733,0.9667881399556144
13462,BERT,-0.6038006628361233,-0.2249918814004502
13462,PG,-0.7826770511282954,-0.4050044306112792
13486,BERT,1.5665426972176526,0.9667881399556144
13486,PG,0.5360809133345725,1.0404198413380252
13511,BERT,0.137995065044257,1.4008700531511689
13511,PG,-0.33532524086773724,1.1685388257314857
13635,BERT,-0.3661293353115151,-0.4832050549572058
13635,PG,-0.499702648489033,-1.2354179505882754
13742,BERT,0.36338521516156064,0.281904526663782
13742,PG,0.18277454269959767,-0.1223636027756259
13858,BERT,-1.384137901603305,-1.0064118462950902
13858,PG,-0.8165522149081393,-0.6381074322556358
13871,BERT,0.0023042213828798155,0.3981532329221539
13871,PG,0.7732176476647181,0.5860534034640437
13885,BERT,0.5322660378282333,-0.4662623186210495
13885,PG,-0.6236229424106764,-0.664975726992219
14080,BERT,-0.002370237801445472,0.4324054317428073
14080,PG,0.13556498358769806,0.561612669498524
14085,BERT,0.6887875329086679,1.5607745133276776
14085,PG,0.8016176407693509,1.6430626372584862
14121,BERT,-1.12288765663758,-1.1710019804102136
14121,PG,0.6834681168043829,0.6772601562166649
14274,BERT,-0.2843730675563034,-0.8259486347455726
14274,PG,-0.1429602721936381,-0.04946448011064978
14294,BERT,1.3859468183192794,1.505902899562772
14294,PG,0.9195965687595392,1.0948360682609355
14625,BERT,-0.5167678229615149,-0.33702699752004744
14625,PG,-1.0398453110817152,-1.4773365862685113
