id,model,focus,coverage
115,BERT,1.0717320371458403,0.6841235171500339
115,PG,-0.9568365883865674,-0.6732826930014696
175,BERT,1.5093027790143705,1.4066501603388024
175,PG,1.5093027790143705,1.7596817557400015
186,BERT,1.5093027790143705,1.4338456258174668
186,PG,0.7064311375269653,1.2567414811497997
396,BERT,-0.5198367207574729,-0.8584608206491646
396,PG,-0.3391211097657088,-0.6336655555284048
547,BERT,-0.9873363944155176,-0.981430530320918
547,PG,-0.05747719844900522,-0.918625497907683
568,BERT,-0.15275894332977422,-0.4885974800188125
568,PG,-0.009396333002249615,-0.04232430391898407
626,BERT,-0.4011621060772057,-0.6328896189532918
626,PG,-0.4695486103188298,-1.1282733564934575
767,BERT,1.7596817557400015,1.501579131281222
767,PG,0.5204334777909,1.4066501603388024
807,BERT,-0.2721002363149187,-0.8697537956452915
807,PG,-0.4860093335521805,-0.8827218714821292
814,BERT,1.4066501603388024,1.5093027790143705
814,PG,0.7680969200262845,1.7596817557400015
856,BERT,-0.6347732386399595,-0.5797563186957045
856,PG,-0.7979021510550938,-0.9873363944155176
929,BERT,1.4066501603388024,1.4338456258174668
929,PG,0.4711425453908525,1.4679426248386809
1120,BERT,0.2514345271730797,1.4338456258174668
1120,PG,0.2361956763373488,0.6871105544019764
1186,BERT,-0.30142956707573604,-0.34292721450051794
1186,PG,-0.7449934129068807,-0.5929922830105657
1248,BERT,-0.6868008899210603,-0.7811758997465827
1248,PG,-0.9896599766453192,-0.9634880742513384
1376,BERT,-0.2944350923866301,-0.4947920953829349
1376,PG,-1.0033264669808573,-1.0967533956925644
1411,BERT,-0.7467964711129925,-0.32822775367675633
1411,PG,-1.0967533956925644,-1.058990126441809
1445,BERT,-0.8185632989672778,-0.6431408083068489
1445,PG,-0.7034497394806882,-0.9873363944155176
1728,BERT,-1.020528669208167,-0.5508470636648753
1728,PG,-1.058990126441809,-1.0364965901356202
1734,BERT,1.2324860584241333,0.244199780043878
1734,PG,-0.8457867120392573,-0.9873363944155176
1782,BERT,0.5746871904017159,-0.4693384885396831
1782,PG,0.5851565834224771,0.4266645235363453
1905,BERT,-1.058990126441809,-0.8311643613979828
1905,PG,-0.9497948327105836,-0.8788096844591856
1917,BERT,1.7596817557400015,1.4066501603388024
1917,PG,0.9078356855657924,1.4066501603388024
1936,BERT,-0.821729173406116,-0.7817086548734699
1936,PG,-1.0967533956925644,-1.058990126441809
2039,BERT,-0.4143982461616463,-0.34079418414129964
2039,PG,-0.3759421643958602,-0.0467900396273732
2051,BERT,0.6248003693616546,0.5307480669584559
2051,PG,-0.07096555825676121,0.10429142486481296
2067,BERT,0.23888705990506945,-0.9356562445208626
2067,PG,-0.7576963437538821,-0.8527560271616723
2084,BERT,-0.03066785984471802,-0.0047180562590226635
2084,PG,0.144348769066746,-0.04029179024750803
2234,BERT,-0.5261220238768218,-0.7613875790912298
2234,PG,-0.7440156930632863,-1.0459369113696326
2248,BERT,-0.8134384659118608,-0.8039885569485982
2248,PG,-0.13379649221600268,0.519884414130122
2327,BERT,-0.7670749173942512,-0.8359872895047329
2327,PG,-0.6732826930014696,-0.3297309011187986
2353,BERT,-0.9873363944155176,-1.1019159617753065
2353,PG,-1.0882839816387424,-0.8338264563829653
2525,BERT,1.4066501603388024,1.4679426248386809
