id,model,focus,coverage
145,BERT,-1.5545309225852977,-1.5545309225852977
145,PG,-1.2227363814681331,-1.4064283857451862
263,BERT,-0.708729904750726,-0.14986870335409055
263,PG,-0.3347143232220691,1.4417417160687709
312,BERT,0.09016202787806077,0.4478574306059222
312,PG,-0.5895819334903629,-0.7794844777429836
337,BERT,0.2054701713404522,0.1632420619894157
337,PG,0.4051110276651021,-0.2707000195889667
344,BERT,0.6968327298774463,-0.12830183268081838
344,PG,-0.17820394301655426,0.1774084217285984
402,BERT,0.2770463481102037,0.11804180398817316
402,PG,0.17793035632715906,1.6480021133715586
521,BERT,-0.06104603199483375,0.901425549789746
521,PG,0.5148346785894545,1.2760219375452466
641,BERT,1.246585928249127,0.7075600100909961
641,PG,0.7755728466443994,1.7148245361674572
654,BERT,0.2823395082636617,-0.6494209620656639
654,PG,0.33275079269868457,-0.14906172275407267
728,BERT,1.2303271133869185,0.7027774306790545
728,PG,0.1450042711636916,0.7551541424810443
745,BERT,0.35866399567984714,0.06592468853409511
745,PG,-0.4706831142373136,0.8389412831122772
860,BERT,1.1532253551452545,1.9042871993247736
860,PG,-0.4188689801464902,1.4319934938026817
917,BERT,-0.3956757897697609,-0.9975288047044448
917,PG,-0.34350599960358835,-0.4357750376386047
951,BERT,-1.2778083304360364,-1.306817090494776
951,PG,-1.3419986106735398,-1.2252993178406582
1208,BERT,-0.2050663613499013,-0.7148294288224545
1208,PG,-0.4334680659231547,-0.7179910945336063
1271,BERT,-0.6699452101510918,-0.028507236317994344
1271,PG,-0.14761330419629445,-0.06209999407815842
1332,BERT,-0.4993542769806771,-0.217457463487892
1332,PG,-0.40838033045874106,0.1134177783533598
1337,BERT,0.26752003113856404,0.6786091177927321
1337,PG,-0.1841689470868276,0.8675373032088703
1348,BERT,-1.0586999812069982,-1.1770803594243502
1348,PG,-0.5265304103247472,-1.0125643526018986
1678,BERT,1.866865903458785,2.1083771456243765
1678,PG,0.5591365969714497,1.4671218448148682
1897,BERT,-0.2835880780208722,-1.1582441563914352
1897,PG,-0.588783964532552,0.8217229074868208
1901,BERT,1.600739003414927,1.486184897875804
1901,PG,2.1083771456243765,1.6848197124415698
1983,BERT,0.6060655804172533,0.1006148219786391
1983,PG,0.7618772467809247,0.08592497211294857
2267,BERT,1.443278086431378,0.6173906033790387
2267,PG,-0.3690691408484889,0.4513001248869908
2659,BERT,-1.0159304092157633,-1.057586368376378
2659,PG,-1.6135513611075918,-1.3064282468560082
2768,BERT,2.0978514421156365,2.005878436353712
2768,PG,0.4058198482198461,1.7897857459723976
2847,BERT,0.7629238501517149,-0.7906954386427817
2847,PG,-1.1368154428331696,-0.1231328320867487
3053,BERT,0.6366358537155112,0.23358246678330444
3053,PG,0.7843955615381176,0.19936143836798767
3112,BERT,1.363599305192592,-0.27370504123058703
3112,PG,-0.6750202346270501,-0.7711132140705301
3144,BERT,-0.2029793047756198,0.3474495021882285
3144,PG,0.4066222835983497,1.378471515436708
3236,BERT,-1.3191407863017677,-1.212284477061358
3236,PG,-0.8308428916678773,-0.7156193876790923
3269,BERT,-0.8849934064356773,-0.926425602167066
3269,PG,-1.3287440713407674,-1.2439281600502716
